id,Park name,Observed on,Taxon name,URL,Number of observation photo,Image number,Tagged by,Flower_Genus,Flower_species,Flower_IDer,FLW_ID_Conf,Notes,project
65581776,Broward_Markham Park,11/23/2020,Anartia jatrophae,https://www.inaturalist.org/observations/65581776,1,1,Tessa,Spermacoce,verticillata,Toni,100%,NA,Thomas
65582128,Broward_Markham Park,11/23/2020,Heliconius charithonia,https://www.inaturalist.org/observations/65582128,1,1,Tessa,Passiflora,pallida,Toni,<80%,NA,Thomas
65582245,Broward_Markham Park,11/23/2020,Marpesia petreus,https://www.inaturalist.org/observations/65582245,1,1,Tessa,Baccharis,glomeruliflora,Toni,100%,NA,Thomas
65729864,Broward_Miramar Pineland Natural Area,11/11/2020,Dione vanillae,https://www.inaturalist.org/observations/65729864,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
65768588,Broward_Quiet Waters Park,11/28/2020,Hylephila phyleus,https://www.inaturalist.org/observations/65768588,1,1,MaryJo,Richardia,grandiflora,Toni,100%,NA,Thomas
65768591,Broward_Quiet Waters Park,11/28/2020,Phyciodes phaon,https://www.inaturalist.org/observations/65768591,1,1,MaryJo,Sphagneticola,trilobata,Toni,100%,NA,Thomas
65768596,Broward_Quiet Waters Park,11/28/2020,Thorybes dorantes,https://www.inaturalist.org/observations/65768596,1,1,MaryJo,Richardia,grandiflora,Toni,100%,NA,Thomas
65768597,Broward_Quiet Waters Park,11/28/2020,Phyciodes phaon,https://www.inaturalist.org/observations/65768597,1,1,MaryJo,Sphagneticola,trilobata,Toni,100%,NA,Thomas
65768599,Broward_Quiet Waters Park,11/28/2020,Thorybes dorantes,https://www.inaturalist.org/observations/65768599,1,1,MaryJo,Richardia,grandiflora,Toni,100%,NA,Thomas
65768600,Broward_Quiet Waters Park,11/28/2020,Thorybes dorantes,https://www.inaturalist.org/observations/65768600,1,1,MaryJo,Richardia,grandiflora,Toni,100%,NA,Thomas
65768604,Broward_Quiet Waters Park,11/28/2020,Thorybes dorantes,https://www.inaturalist.org/observations/65768604,1,1,MaryJo,Cestrum,diurnum,Toni,100%,NA,Thomas
65768609,Broward_Quiet Waters Park,11/28/2020,Dione vanillae,https://www.inaturalist.org/observations/65768609,1,1,MaryJo,Richardia,grandiflora,Lange,NA,NA,Thomas
65982248,Broward_Long Key Natural Area and Nature Center,8/4/2017,Heliconius charithonia tuckeri,https://www.inaturalist.org/observations/65982248,1,1,MaryJo,Stachytarpheta,jamaicensis,Jake,100%,NA,Thomas
66336309,Broward_Long Key Natural Area and Nature Center,12/8/2019,Apis mellifera,https://www.inaturalist.org/observations/66336309,1,1,MaryJo,Richardia,grandiflora,Jake,100%,NA,Thomas
66392151,Plantation_Plantation Preserve Park & Linear Trail,12/6/2020,Anartia jatrophae,https://www.inaturalist.org/observations/66392151,NA,NA,Thomas,Sida,ulmifolia,Toni,100%,NA,NA
66482705,Broward_Quiet Waters Park,12/12/2020,Apis mellifera,https://www.inaturalist.org/observations/66482705,1,1,MaryJo,Chromolaena,odorata,Toni,100%,NA,Thomas
66588873,Davie_Robbins Preserve,12/14/2020,Heliconius charithonia,https://www.inaturalist.org/observations/66588873,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
66588919,Davie_Robbins Preserve,12/14/2020,Anartia jatrophae,https://www.inaturalist.org/observations/66588919,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
66742253,Broward_Snake Warriors Island,12/18/2020,Eurema daira,https://www.inaturalist.org/observations/66742253,NA,NA,Thomas,NA,NA,NA,NA,NA,NA
66879463,Broward_Quiet Waters Park,12/20/2020,Anartia jatrophae,https://www.inaturalist.org/observations/66879463,1,1,MaryJo,Richardia,grandiflora,Toni,100%,NA,Thomas
66879465,Broward_Quiet Waters Park,12/20/2020,Heliconius charithonia,https://www.inaturalist.org/observations/66879465,1,1,MaryJo,Bidens,alba,Toni,100%,NA,Thomas
66879470,Broward_Quiet Waters Park,12/20/2020,Phoebis agarithe,https://www.inaturalist.org/observations/66879470,2,1,MaryJo,Richardia,grandiflora,Toni,100%,NA,Thomas
66879471,Broward_Quiet Waters Park,12/20/2020,Phoebis agarithe,https://www.inaturalist.org/observations/66879471,1,1,MaryJo,Richardia,grandiflora,Toni,100%,NA,Thomas
66879473,Broward_Quiet Waters Park,12/20/2020,Eurema daira,https://www.inaturalist.org/observations/66879473,1,1,Lucas,Stylosanthes,NA,Toni,100%,NA,Thomas
66879474,Broward_Quiet Waters Park,12/20/2020,Hylephila phyleus,https://www.inaturalist.org/observations/66879474,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
66879475,Broward_Quiet Waters Park,12/20/2020,Hylephila phyleus,https://www.inaturalist.org/observations/66879475,1,1,Lucas,Spermacoce,verticillata,Toni,100%,NA,Thomas
66879479,Broward_Quiet Waters Park,12/20/2020,Leptotes cassius,https://www.inaturalist.org/observations/66879479,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
66879481,Broward_Quiet Waters Park,12/20/2020,Dione vanillae,https://www.inaturalist.org/observations/66879481,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
66879483,Broward_Quiet Waters Park,12/20/2020,Hemiargus ceraunus,https://www.inaturalist.org/observations/66879483,1,1,Lucas,Spermacoce,verticillata,Jake,100%,NA,Thomas
66879484,Broward_Quiet Waters Park,12/20/2020,Nathalis iole,https://www.inaturalist.org/observations/66879484,1,1,Lucas,Bidens,alba,Jake,100%,NA,Thomas
66916537,Plantation_Plantation Preserve Park & Linear Trail,12/21/2020,Heliconius charithonia,https://www.inaturalist.org/observations/66916537,NA,NA,Thomas,Odontonema,NA,Toni,100%,NA,NA
67018604,Broward_Fern Forest Nature Center,2/1/2013,Heraclides cresphontes,https://www.inaturalist.org/observations/67018604,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
67021118,Broward_Quiet Waters Park,12/24/2020,Anartia jatrophae,https://www.inaturalist.org/observations/67021118,1,1,Lucas,Sida,ulmifolia,Toni,100%,NA,Thomas
67021123,Broward_Quiet Waters Park,12/24/2020,Thorybes dorantes,https://www.inaturalist.org/observations/67021123,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
67021125,Broward_Quiet Waters Park,12/24/2020,Hylephila phyleus,https://www.inaturalist.org/observations/67021125,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
67021127,Broward_Quiet Waters Park,12/24/2020,Burnsius oileus,https://www.inaturalist.org/observations/67021127,1,1,Lucas,Sida,ulmifolia,Toni,100%,NA,Thomas
67021130,Broward_Quiet Waters Park,12/24/2020,Phoebis agarithe,https://www.inaturalist.org/observations/67021130,2,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
67021133,Broward_Quiet Waters Park,12/24/2020,Heliconius charithonia,https://www.inaturalist.org/observations/67021133,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
67021137,Broward_Quiet Waters Park,12/24/2020,Eurema daira,https://www.inaturalist.org/observations/67021137,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
67021143,Broward_Quiet Waters Park,12/24/2020,Ascia monuste,https://www.inaturalist.org/observations/67021143,1,1,Lucas,Richardia,grandiflora,Toni,>80%,NA,Thomas
67021144,Broward_Quiet Waters Park,12/24/2020,Hemiargus ceraunus,https://www.inaturalist.org/observations/67021144,2,2,Lucas,Spermacoce,verticillata,Toni,100%,NA,Thomas
67021149,Broward_Quiet Waters Park,12/24/2020,Marpesia petreus,https://www.inaturalist.org/observations/67021149,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
67021150,Broward_Quiet Waters Park,12/24/2020,Strymon istapa,https://www.inaturalist.org/observations/67021150,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
67021153,Broward_Quiet Waters Park,12/24/2020,Hylephila phyleus,https://www.inaturalist.org/observations/67021153,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
67021189,Broward_Quiet Waters Park,12/24/2020,Urbanus proteus,https://www.inaturalist.org/observations/67021189,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
67049743,Broward_Markham Park,5/9/2018,Eurema daira,https://www.inaturalist.org/observations/67049743,1,1,Tessa,Spermacoce,verticillata,Toni,100%,NA,Thomas
67094878,Broward_Markham Park,12/10/2019,Phoebis philea,https://www.inaturalist.org/observations/67094878,1,1,Tessa,Cuphea,micropetala,Toni,100%,NA,Thomas
67166690,Broward_Quiet Waters Park,12/27/2020,Thorybes dorantes,https://www.inaturalist.org/observations/67166690,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
67166691,Broward_Quiet Waters Park,12/27/2020,Hemiargus ceraunus,https://www.inaturalist.org/observations/67166691,2,1,Lucas,Spermacoce,verticillata,Toni,100%,NA,Thomas
67166692,Broward_Quiet Waters Park,12/27/2020,Hylephila phyleus,https://www.inaturalist.org/observations/67166692,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
67166702,Broward_Quiet Waters Park,12/27/2020,Thorybes dorantes,https://www.inaturalist.org/observations/67166702,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
67166709,Broward_Quiet Waters Park,12/27/2020,Burnsius oileus,https://www.inaturalist.org/observations/67166709,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
67166710,Broward_Quiet Waters Park,12/27/2020,Eurema daira,https://www.inaturalist.org/observations/67166710,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
67166716,Broward_Quiet Waters Park,12/27/2020,Urbanus proteus,https://www.inaturalist.org/observations/67166716,1,1,Lucas,Chromolaena,orodata,Adam,>80%,NA,Thomas
67166717,Broward_Quiet Waters Park,12/27/2020,Heliconius charithonia,https://www.inaturalist.org/observations/67166717,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
67255254,Broward_Tradewinds Park,10/4/2015,Phoebis philea,https://www.inaturalist.org/observations/67255254,1,1,Lucas,Calliandra,.,Toni,100%,NA,Thomas
67256585,Broward_Fern Forest Nature Center,3/4/2015,Eurema daira,https://www.inaturalist.org/observations/67256585,NA,NA,Thomas,Sida,ulmifolia,Toni,100%,NA,NA
67643697,Davie_Robbins Preserve,1/5/2021,Danaus gilippus,https://www.inaturalist.org/observations/67643697,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
67643788,Davie_Robbins Preserve,1/5/2021,Anartia jatrophae,https://www.inaturalist.org/observations/67643788,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
67803443,Plantation_Plantation Preserve Park & Linear Trail,12/31/2020,Heliconius charithonia,https://www.inaturalist.org/observations/67803443,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
67830624,Pembroke Pines_Chapel Trail Nature Preserve,1/9/2021,Dryas iulia,https://www.inaturalist.org/observations/67830624,1,1,Lucas,Myrsine,cubana,Toni,100%,NA,Thomas
67868759,Fort Lauderdale_Snyder Park,1/10/2021,Heliconius charithonia,https://www.inaturalist.org/observations/67868759,2,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
67909991,Broward_Quiet Waters Park,1/10/2021,Thorybes dorantes,https://www.inaturalist.org/observations/67909991,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
67909995,Broward_Quiet Waters Park,1/10/2021,Heliconius charithonia,https://www.inaturalist.org/observations/67909995,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
67909997,Broward_Quiet Waters Park,1/10/2021,Marpesia petreus,https://www.inaturalist.org/observations/67909997,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
67909998,Broward_Quiet Waters Park,1/10/2021,Danaus gilippus,https://www.inaturalist.org/observations/67909998,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
67910003,Broward_Quiet Waters Park,1/10/2021,Phyciodes phaon,https://www.inaturalist.org/observations/67910003,1,1,Lucas,Fimbristylis,NA,Toni,<80%,NA,Thomas
67910005,Broward_Quiet Waters Park,1/10/2021,Hylephila phyleus,https://www.inaturalist.org/observations/67910005,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
67910006,Broward_Quiet Waters Park,1/10/2021,Cymaenes tripunctus,https://www.inaturalist.org/observations/67910006,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
67910007,Broward_Quiet Waters Park,1/10/2021,Hylephila phyleus,https://www.inaturalist.org/observations/67910007,2,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
67910011,Broward_Quiet Waters Park,1/10/2021,Danaus plexippus,https://www.inaturalist.org/observations/67910011,1,1,Lucas,Chromolaena,odorata,Toni,100%,NA,Thomas
67910013,Broward_Quiet Waters Park,1/10/2021,Leptotes cassius,https://www.inaturalist.org/observations/67910013,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
67910014,Broward_Quiet Waters Park,1/10/2021,Erynnis horatius,https://www.inaturalist.org/observations/67910014,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
68150171,Davie_Robbins Preserve,1/15/2021,Choranthus capucinus,https://www.inaturalist.org/observations/68150171,NA,NA,Thomas,Cestrum,diurnum,Toni,100%,NA,NA
68150460,Davie_Robbins Preserve,1/15/2021,Danaus gilippus,https://www.inaturalist.org/observations/68150460,NA,NA,Thomas,Asclepias,curassavica,Toni,100%,NA,NA
68150512,Davie_Robbins Preserve,1/15/2021,Heliconius charithonia,https://www.inaturalist.org/observations/68150512,NA,NA,Thomas,Chromolaena,odorata,Toni,100%,NA,NA
68150575,Davie_Robbins Preserve,1/15/2021,Dione vanillae,https://www.inaturalist.org/observations/68150575,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
68158023,Broward_Miramar Pineland Natural Area,1/15/2021,Dione vanillae,https://www.inaturalist.org/observations/68158023,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
68240364,Broward_Quiet Waters Park,1/17/2021,Marpesia petreus,https://www.inaturalist.org/observations/68240364,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
68240365,Broward_Quiet Waters Park,1/17/2021,Danaus plexippus,https://www.inaturalist.org/observations/68240365,1,1,Lucas,Spermacoce,verticillata,Toni,100%,NA,Thomas
68240370,Broward_Quiet Waters Park,1/17/2021,Eurema daira,https://www.inaturalist.org/observations/68240370,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
68240380,Broward_Quiet Waters Park,1/17/2021,Panoquina ocola,https://www.inaturalist.org/observations/68240380,2,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
68281729,Broward_Quiet Waters Park,1/18/2021,Syngamia florella,https://www.inaturalist.org/observations/68281729,2,1,Lucas,Spermacoce,verticillata,Toni,100%,NA,Thomas
68289020,Broward_Long Key Natural Area and Nature Center,1/17/2021,Heraclides cresphontes,https://www.inaturalist.org/observations/68289020,2,2,Noelle,Richardia,grandiflora,Jake,100%,NA,Thomas
68289346,Broward_Long Key Natural Area and Nature Center,1/18/2021,Anartia jatrophae,https://www.inaturalist.org/observations/68289346,2,1,Noelle,Richardia,grandiflora,Jake,100%,NA,Thomas
68344060,Broward_Quiet Waters Park,1/19/2021,Hylephila phyleus,https://www.inaturalist.org/observations/68344060,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
68393220,Broward_Fern Forest Nature Center,1/17/2021,Eumaeus atala,https://www.inaturalist.org/observations/68393220,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
68507676,Broward_Fern Forest Nature Center,1/23/2021,Eumaeus atala,https://www.inaturalist.org/observations/68507676,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
68523715,Broward_Quiet Waters Park,1/23/2021,Amorbia concavana,https://www.inaturalist.org/observations/68523715,3,3,Lucas,Thunbergia,erecta,Toni,100%,NA,Thomas
68559436,Broward_Topeekeegee Yugnee Park,1/23/2021,Apis mellifera,https://www.inaturalist.org/observations/68559436,NA,NA,Thomas,Salix,caroliniana,Toni,100%,NA,NA
68783206,Broward_Snake Warriors Island,1/29/2021,Danaus plexippus,https://www.inaturalist.org/observations/68783206,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
68783212,Broward_Snake Warriors Island,1/29/2021,Erynnis zarucco,https://www.inaturalist.org/observations/68783212,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
68822090,Broward_Snake Warriors Island,1/29/2021,Heliconius charithonia,https://www.inaturalist.org/observations/68822090,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
68875259,Broward_Miramar Pineland Natural Area,1/31/2021,Dione vanillae,https://www.inaturalist.org/observations/68875259,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
68875270,Broward_Miramar Pineland Natural Area,1/31/2021,Thorybes dorantes,https://www.inaturalist.org/observations/68875270,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
69025743,Broward_Long Key Natural Area and Nature Center,2/3/2021,Urbanus proteus,https://www.inaturalist.org/observations/69025743,1,1,Noelle,Richardia,grandiflora,Jake,100%,NA,Thomas
69026105,Broward_Long Key Natural Area and Nature Center,2/3/2021,Heliconius charithonia,https://www.inaturalist.org/observations/69026105,1,1,Noelle,Bidens,alba,Jake,100%,NA,Thomas
69144939,Broward_Anne Kolb Nature Center,3/14/2017,Junonia neildi,https://www.inaturalist.org/observations/69144939,1,1,Noelle,Pluchea,Orodata,Adam,>80%,NA,Thomas
69200562,Broward_Tradewinds Park,1/30/2013,Marpesia petreus,https://www.inaturalist.org/observations/69200562,1,1,Lucas,Pluchea,.,Toni,100%,NA,Thomas
69326861,Broward_Long Key Natural Area and Nature Center,2/9/2021,Heliconius charithonia,https://www.inaturalist.org/observations/69326861,1,1,Noelle,Euphorbia,cyathophora,Jake,100%,NA,Thomas
69326862,Broward_Long Key Natural Area and Nature Center,2/9/2021,Heliconius charithonia,https://www.inaturalist.org/observations/69326862,1,1,Noelle,Euphorbia,NA,Jake,100%,NA,Thomas
69326867,Broward_Long Key Natural Area and Nature Center,2/9/2021,Erynnis horatius,https://www.inaturalist.org/observations/69326867,2,1,Noelle,Richardia,grandiflora,Jake,100%,NA,Thomas
69326871,Broward_Long Key Natural Area and Nature Center,2/9/2021,Heliconius charithonia,https://www.inaturalist.org/observations/69326871,1,1,Noelle,Richardia,grandiflroa,Jake,100%,NA,Thomas
69385843,Davie_Robbins Preserve,2/10/2021,Eurema daira,https://www.inaturalist.org/observations/69385843,NA,NA,Thomas,Emilia,sonchifolia,Toni,100%,NA,NA
69386000,Davie_Robbins Preserve,2/10/2021,Dione vanillae,https://www.inaturalist.org/observations/69386000,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
69386040,Davie_Robbins Preserve,2/10/2021,Heliconius charithonia,https://www.inaturalist.org/observations/69386040,NA,NA,Thomas,Jatropha,integerrima,Toni,100%,NA,NA
69512444,Broward_Miramar Pineland Natural Area,2/13/2021,Dione vanillae,https://www.inaturalist.org/observations/69512444,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
69513378,Pembroke Pines_Chapel Trail Nature Preserve,2/13/2021,Dryas iulia,https://www.inaturalist.org/observations/69513378,1,1,Lucas,Stachytarpheta,NA,Toni,100%,NA,Thomas
69533042,Broward_Quiet Waters Park,2/13/2021,Strymon istapa,https://www.inaturalist.org/observations/69533042,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
69533077,Broward_Quiet Waters Park,2/13/2021,Anartia jatrophae,https://www.inaturalist.org/observations/69533077,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
69533124,Broward_Quiet Waters Park,2/13/2021,Thorybes dorantes,https://www.inaturalist.org/observations/69533124,1,1,Lucas,Richardia,grandiflora,Toni,100%,NA,Thomas
69533235,Broward_Quiet Waters Park,2/13/2021,Erynnis horatius,https://www.inaturalist.org/observations/69533235,1,1,Lucas,Bidens,alba,Toni,100%,NA,Thomas
69567266,Broward_Long Key Natural Area and Nature Center,2/14/2021,Heliconius charithonia,https://www.inaturalist.org/observations/69567266,1,1,Noelle,Richardia,grandiflora,Jake,100%,NA,Thomas
69594303,Coconut Creek_George S. Gerber Memorial Park,2/13/2021,Erynnis horatius,https://www.inaturalist.org/observations/69594303,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
69626197,Broward_Fern Forest Nature Center,2/15/2021,Eumaeus atala,https://www.inaturalist.org/observations/69626197,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
69782722,Davie_Wolf Lake Park,2/18/2021,Heliconius charithonia,https://www.inaturalist.org/observations/69782722,NA,NA,Thomas,Chromolaena,odorata,Toni,100%,NA,NA
69782764,Davie_Wolf Lake Park,2/18/2021,Dione vanillae,https://www.inaturalist.org/observations/69782764,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
69782825,Davie_Wolf Lake Park,2/18/2021,Hylephila phyleus,https://www.inaturalist.org/observations/69782825,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
69782878,Davie_Wolf Lake Park,2/18/2021,Leptotes cassius,https://www.inaturalist.org/observations/69782878,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
69783419,Davie_Wolf Lake Park,2/18/2021,Hylephila phyleus,https://www.inaturalist.org/observations/69783419,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
69783983,Davie_Wolf Lake Park,2/18/2021,Danaus plexippus,https://www.inaturalist.org/observations/69783983,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
69871985,Davie_Wolf Lake Park,2/18/2021,Thorybes dorantes,https://www.inaturalist.org/observations/69871985,NA,NA,Thomas,Ipomea,NA,Toni,100%,NA,NA
69986437,Davie_Wolf Lake Park,2/21/2021,Heliconius charithonia,https://www.inaturalist.org/observations/69986437,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
70057585,Broward_Fern Forest Nature Center,2/23/2021,Eumaeus atala,https://www.inaturalist.org/observations/70057585,NA,NA,Thomas,Pluchea,carolinensis,Toni,100%,NA,NA
70057587,Broward_Fern Forest Nature Center,2/23/2021,Eumaeus atala,https://www.inaturalist.org/observations/70057587,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
70287705,Broward_Fern Forest Nature Center,2/27/2021,Heliconius charithonia,https://www.inaturalist.org/observations/70287705,NA,NA,Thomas,Dicliptera,sexangularis,Toni,100%,NA,NA
70449550,Broward_Topeekeegee Yugnee Park,3/2/2021,Dione vanillae,https://www.inaturalist.org/observations/70449550,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
70580734,Broward_Miramar Pineland Natural Area,3/4/2021,Utetheisa ornatrix,https://www.inaturalist.org/observations/70580734,NA,NA,Thomas,Crotalaria,NA,Toni,100%,NA,NA
70641215,Broward_Quiet Waters Park,3/5/2021,Ascia monuste,https://www.inaturalist.org/observations/70641215,1,1,Lucas,Bidens,alba,Jake,100%,NA,Thomas
70677270,Broward_Quiet Waters Park,3/6/2021,Erynnis horatius,https://www.inaturalist.org/observations/70677270,1,1,Lucas,Bidens,alba,Jake,100%,NA,Thomas
70816922,Davie_Wolf Lake Park,3/7/2021,Eurema daira,https://www.inaturalist.org/observations/70816922,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
70817016,Davie_Wolf Lake Park,3/7/2021,Dryas iulia,https://www.inaturalist.org/observations/70817016,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
70817052,Davie_Wolf Lake Park,3/7/2021,Heliconius charithonia,https://www.inaturalist.org/observations/70817052,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
70943010,Broward_Topeekeegee Yugnee Park,3/10/2021,Heliconius charithonia,https://www.inaturalist.org/observations/70943010,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
70995219,Broward_Long Key Natural Area and Nature Center,3/8/2021,Heliconius charithonia,https://www.inaturalist.org/observations/70995219,1,1,Noelle,Bidens,alba,Jake,100%,NA,Thomas
71241873,Broward_Everglades Holiday Park,3/13/2021,Dione vanillae,https://www.inaturalist.org/observations/71241873,NA,NA,Thomas,Lantana,strigocamara,Toni,100%,NA,NA
71241979,Broward_Everglades Holiday Park,3/13/2021,Dryas iulia,https://www.inaturalist.org/observations/71241979,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
71242081,Broward_Everglades Holiday Park,3/13/2021,Anartia jatrophae,https://www.inaturalist.org/observations/71242081,NA,NA,Thomas,Spermacoce,verticillata,Toni,100%,NA,NA
71763690,Broward_Quiet Waters Park,3/21/2021,Erynnis horatius,https://www.inaturalist.org/observations/71763690,1,1,Lucas,Bidens,alba,Jake,100%,NA,Thomas
71763696,Broward_Quiet Waters Park,3/21/2021,Hylephila phyleus,https://www.inaturalist.org/observations/71763696,1,1,Lucas,Bidens,alba,Jake,100%,NA,Thomas
71763699,Broward_Quiet Waters Park,3/21/2021,Hylephila phyleus,https://www.inaturalist.org/observations/71763699,1,1,Lucas,Bidens,alba,Jake,100%,NA,Thomas
71915162,Broward_Tradewinds Park,3/23/2021,Hylephila phyleus,https://www.inaturalist.org/observations/71915162,1,1,Lucas,Bidens,alba,Jake,100%,NA,Thomas
71942042,Broward_Vista View Park,3/23/2021,Nathalis iole,https://www.inaturalist.org/observations/71942042,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
71942126,Broward_Vista View Park,3/23/2021,Dione vanillae,https://www.inaturalist.org/observations/71942126,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
71942166,Broward_Vista View Park,3/23/2021,Heliconius charithonia,https://www.inaturalist.org/observations/71942166,NA,NA,Thomas,Hamelia,patens,Toni,100%,NA,NA
72121317,Broward_Tradewinds Park,3/26/2021,Euglossa dilemma,https://www.inaturalist.org/observations/72121317,2,1,Lucas,Passiflora,miniataXvitifolia,Toni,100%,NA,Thomas
72392538,Broward_Markham Park,3/29/2021,Anartia jatrophae,https://www.inaturalist.org/observations/72392538,3,2,Tessa,Bidens,alba,Toni,100%,NA,Thomas
72393740,Broward_Markham Park,3/29/2021,Anartia jatrophae,https://www.inaturalist.org/observations/72393740,3,2,Tessa,Spermacoce,verticillata,Toni,>80%,NA,Thomas
72685843,Davie_Robbins Preserve,4/1/2021,Dryas iulia,https://www.inaturalist.org/observations/72685843,NA,NA,Thomas,NA,NA,NA,NA,NA,NA
72687817,Davie_Robbins Preserve,4/1/2021,Hylephila phyleus,https://www.inaturalist.org/observations/72687817,NA,NA,Thomas,Richardia,grandiflora,Toni,100%,NA,NA
72688151,Davie_Robbins Preserve,4/1/2021,Erynnis horatius,https://www.inaturalist.org/observations/72688151,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
72688226,Davie_Robbins Preserve,4/1/2021,Dione vanillae,https://www.inaturalist.org/observations/72688226,NA,NA,Thomas,Bidens,alba,Toni,100%,NA,NA
72717342,Broward_Quiet Waters Park,4/2/2021,Marpesia petreus,https://www.inaturalist.org/observations/72717342,NA,NA,Thomas,Psychotria,nervosa,Toni,100%,NA,NA
72778396,Broward_Fern Forest Nature Center,4/2/2021,Heliconius charithonia,https://www.inaturalist.org/observations/72778396,NA,NA,Thomas,Sphagneticola,trilobata,Toni,100%,NA,NA
72778415,Broward_Fern Forest Nature Center,4/2/2021,Heraclides cresphontes,https://www.inaturalist.org/observations/72778415,NA,NA,Thomas,Psychotria,nervosa,Toni,100%,NA,NA
72783542,Broward_Fern Forest Nature Center,4/2/2021,Heliconius charithonia,https://www.inaturalist.org/observations/72783542,NA,NA,Thomas,Psychotria,nervosa,Toni,100%,NA,NA
