gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
5206235444	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/291814773	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.083585	-80.237887	4.0						2025-06-21T11:52:22	21	6	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	291814773		Reed Lindwurm	2025-06-22T15:53:06	CC_BY_NC_4_0	Reed Lindwurm	Reed Lindwurm			2026-04-18T09:44:57.216Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5205879643	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/289283881	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.074712	-80.324029	14.0						2025-06-13T11:43:13	13	6	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	289283881		Joe MDO	2025-06-19T03:08:14	CC_BY_NC_4_0	yrogers_naturalist	yrogers_naturalist			2026-04-18T11:06:40.460Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5199204635	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/290238519	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.070546	-80.342975	464.0						2025-06-16T06:42	16	6	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	290238519		Marina Marquis	2025-06-16T21:12:10	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T08:00:36.036Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5199165648	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/290238549	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.070546	-80.342975	464.0						2025-06-16T08:01	16	6	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	290238549		Marina Marquis	2025-06-16T21:12:15	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T08:00:35.900Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5198912648	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/288299492	Animalia	Arthropoda	Insecta	Hymenoptera	Megachilidae	Megachile	Megachile pruina		SPECIES	Megachile pruina Smith, 1853	Megachile pruina		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.281925	-80.109769	292.0						2025-06-09T08:26	9	6	2025	1336214	1336214	HUMAN_OBSERVATION	iNaturalist	Observations	288299492		Marina Marquis	2025-06-09T20:44:13	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T07:59:54.599Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5198873652	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/290238514	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.070546	-80.342975	464.0						2025-06-16T05:56	16	6	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	290238514		Marina Marquis	2025-06-16T21:12:09	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T08:00:35.327Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5198654658	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/288299490	Animalia	Arthropoda	Insecta	Hymenoptera	Megachilidae	Megachile	Megachile pruina		SPECIES	Megachile pruina Smith, 1853	Megachile pruina		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.281687	-80.109546	321.0						2025-06-09T08:25	9	6	2025	1336214	1336214	HUMAN_OBSERVATION	iNaturalist	Observations	288299490		Marina Marquis	2025-06-09T20:44:13	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T07:59:56.570Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5198624095	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/289283948	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.074834	-80.323956	22.0						2025-06-13T11:43:35	13	6	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	289283948		Xian Zhou	2025-06-16T05:34:33	CC_BY_NC_4_0	yrogers_naturalist	yrogers_naturalist			2026-04-18T11:06:41.171Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5198454683	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/288299491	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Agapostemon	Agapostemon splendens		SPECIES	Agapostemon splendens (Lepeletier, 1841)	Agapostemon splendens		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.281087	-80.111402	201.0						2025-06-09T07:30	9	6	2025	5042888	5042888	HUMAN_OBSERVATION	iNaturalist	Observations	288299491		Marina Marquis	2025-06-09T20:44:13	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T07:59:57.123Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5198425708	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/290238526	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.070546	-80.342975	464.0						2025-06-16T06:45	16	6	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	290238526		Marina Marquis	2025-06-16T21:12:10	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T08:00:37.502Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5198421729	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/290334015	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.014934	-80.311807	99.0						2024-05-01T17:21:54	1	5	2024	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	290334015		Ryan	2025-06-17T06:07:09	CC0_1_0	Ryan	Ryan			2026-04-18T11:06:56.677Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5198339059	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/289166099	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.12406	-80.2257							2025-06-11T17:04	11	6	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	289166099		karen33317	2025-06-13T02:33:03	CC_BY_NC_4_0	karen33317	karen33317			2026-04-18T11:06:43.174Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5188437425	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/287154084	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.016005	-80.315897	379.0						2025-06-05T12:05	5	6	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	287154084		Marina Marquis	2025-06-05T21:45:23	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T09:43:18.504Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5188374791	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/287154033	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.133298	-80.352225	1219.0						2025-06-05T08:53	5	6	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	287154033		Marina Marquis	2025-06-05T21:45:06	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T08:13:53.729Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5188359052	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/287382050	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.258722	-80.11831							2025-06-06T11:07	6	6	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	287382050		Rob Keeney	2025-06-06T19:31:52	CC_BY_NC_4_0	Rob Keeney	Rob Keeney			2026-04-18T07:59:42.454Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5188104445	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/288315397	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Euglossa	Euglossa dilemma		SPECIES	Euglossa dilemma Bembé & Eltz, 2011	Euglossa dilemma		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.074711	-80.274825	4.0						2025-06-09T11:30:55	9	6	2025	9167800	9167800	HUMAN_OBSERVATION	iNaturalist	Observations	288315397		Jessica Williams	2025-06-09T21:50:59	CC_BY_NC_4_0	Jessica Williams	Jessica Williams			2026-04-18T10:03:16.422Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5187992020	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/287154019	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.133267	-80.353276	979.0						2025-06-05T07:05	5	6	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	287154019		Marina Marquis	2025-06-05T21:45:04	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T07:59:37.173Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5187763804	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/287154041	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Halictus	Halictus poeyi		SPECIES	Halictus poeyi Lepeletier, 1841	Halictus poeyi		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.016005	-80.315897	379.0						2025-06-05T10:57	5	6	2025	1353384	1353384	HUMAN_OBSERVATION	iNaturalist	Observations	287154041		Marina Marquis	2025-06-05T21:45:10	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T07:59:39.592Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5176953065	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/285862657	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Euglossa	Euglossa dilemma		SPECIES	Euglossa dilemma Bembé & Eltz, 2011	Euglossa dilemma		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.0497	-80.274803	10.0						2025-03-14T14:51:41	14	3	2025	9167800	9167800	HUMAN_OBSERVATION	iNaturalist	Observations	285862657		jordan7935	2025-06-01T06:09:53	CC_BY_NC_4_0	jordan7935	jordan7935			2026-04-18T07:59:17.204Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5176856725	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/284958066	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.285442	-80.202509	8101.0						2024-01-27T14:58:50	27	1	2024	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	284958066		sydney	2025-05-29T01:08:01	CC_BY_NC_4_0	sydney	sydney			2026-04-18T09:42:29.905Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5176527718	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/285433986	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.08327	-80.242788	4.0						2025-05-29T17:10:51	29	5	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	285433986		Jade Fortnash	2025-05-30T20:29:18	CC0_1_0	Jade Fortnash	Jade Fortnash			2026-04-18T11:05:45.047Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5176449428	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/284914637	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.072969	-80.322671	49.0						2025-03-06T16:54:34	6	3	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	284914637		Ryan	2025-05-28T21:30:50	CC0_1_0	Ryan	Ryan			2026-04-18T07:59:17.918Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5176420164	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/284900629	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.174538	-80.16163							2025-05-21T17:14	21	5	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	284900629		Corey Callaghan	2025-05-28T20:24:29	CC_BY_NC_4_0	Corey Callaghan	Corey Callaghan			2026-04-18T09:42:24.460Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5168573830	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/284326222	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.074864	-80.323805	13.0						2025-05-07T12:25:17	7	5	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	284326222		Ryan	2025-05-26T18:25:49	CC0_1_0	Ryan	Ryan			2026-04-18T09:42:13.886Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5168467939	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/283261055	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.314982	-80.161109	343.0						2025-05-21T10:25	21	5	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	283261055		Marina Marquis	2025-05-22T23:54:03	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T09:41:47.525Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5168307359	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/90830378	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Augochlora	Augochlora pura		SPECIES	Augochlora pura (Say, 1837)	Augochlora pura		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.07546	-80.323538	4.0						2021-08-11T10:21	11	8	2021	1352791	1352791	HUMAN_OBSERVATION	iNaturalist	Observations	90830378		David Torres	2021-08-11T22:57:57	CC_BY_NC_4_0	David Torres	David Torres			2026-04-18T08:39:54.821Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5168240864	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/282787588	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.106034	-80.317115	29891.0						2025-05-19T13:52:33	19	5	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	282787588		Melissa	2025-05-21T01:56:10	CC_BY_NC_4_0	Melissa	Melissa			2026-04-18T07:58:31.008Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5168159849	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/280902566	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Melissodes	Melissodes communis	communis	SUBSPECIES	Melissodes communis communis Cresson, 1879	Melissodes communis communis		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.283302	-80.110476	1.0						2025-05-13T09:26	13	5	2025	6252739	5040655	HUMAN_OBSERVATION	iNaturalist	Observations	280902566		John S. Ascher	2025-05-14T05:25:40	CC_BY_NC_4_0	jlange	jlange			2026-04-18T09:40:49.142Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5167782539	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/283008594	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.070392	-80.342911	464.0						2025-05-19T10:02	19	5	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	283008594		Marina Marquis	2025-05-21T23:11:49	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T07:58:50.268Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5167743821	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/281741217	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.094688	-80.294785	9.0						2025-05-17T08:44:08	17	5	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	281741217		huskercane	2025-05-17T12:44:17	CC_BY_NC_4_0	huskercane	huskercane			2026-04-18T07:58:03.460Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5167088903	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/284289964	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.152565	-80.104266							2025-05-26T10:50:03	26	5	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	284289964		miimari	2025-05-26T16:18:01	CC_BY_NC_4_0	miimari	miimari			2026-04-18T11:05:31.930Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5166913677	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/281123476	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.089772	-80.160812	29891.0						2023-01-28T11:21:21	28	1	2023	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	281123476		loops co.	2025-05-14T22:26:50	CC_BY_NC_4_0	loops co.	loops co.			2026-04-18T07:57:56.825Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5154873458	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/279838600	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Halictus	Halictus poeyi		SPECIES	Halictus poeyi Lepeletier, 1841	Halictus poeyi		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.975972	-80.212628	2.0						2025-05-08T09:31	8	5	2025	1353384	1353384	HUMAN_OBSERVATION	iNaturalist	Observations	279838600		sebento	2025-05-10T01:23:18	CC_BY_NC_4_0	sebento	sebento			2026-04-18T07:57:26.786Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5154855028	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/280601382	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Halictus	Halictus poeyi		SPECIES	Halictus poeyi Lepeletier, 1841	Halictus poeyi		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.131835	-80.351496	837.0						2025-05-08T06:32	8	5	2025	1353384	1353384	HUMAN_OBSERVATION	iNaturalist	Observations	280601382		Marina Marquis	2025-05-12T19:21:44	CC_BY_NC_4_0	Marina Marquis	Marina Marquis			2026-04-18T11:04:39.487Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5154751726	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/277021231	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	25.976735	-80.210885							2025-04-28T09:27	28	4	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	277021231		Corey Callaghan	2025-04-30T14:34:26	CC_BY_NC_4_0	Corey Callaghan	Corey Callaghan			2026-04-18T07:56:47.764Z	StillImage	CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5154698408	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/276810300	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.058472	-80.44501							2025-04-25T12:28	25	4	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	276810300		Corey Callaghan	2025-04-29T23:33:33	CC_BY_NC_4_0	Corey Callaghan	Corey Callaghan			2026-04-18T09:39:20.495Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5154569657	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/276790473	Animalia	Arthropoda	Insecta	Hymenoptera	Halictidae	Agapostemon	Agapostemon splendens		SPECIES	Agapostemon splendens (Lepeletier, 1841)	Agapostemon splendens		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.288555	-80.855588							2025-04-25T08:51	25	4	2025	5042888	5042888	HUMAN_OBSERVATION	iNaturalist	Observations	276790473		Corey Callaghan	2025-04-29T22:36:47	CC_BY_NC_4_0	Corey Callaghan	Corey Callaghan			2026-04-18T07:56:43.623Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
5154482272	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/277009691	Animalia	Arthropoda	Insecta	Hymenoptera	Apidae	Apis	Apis mellifera		SPECIES	Apis mellifera Linnaeus, 1758	Apis mellifera		US		Florida	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	26.130233	-80.361355							2025-04-26T15:25	26	4	2025	1341976	1341976	HUMAN_OBSERVATION	iNaturalist	Observations	277009691		Corey Callaghan	2025-04-30T13:52:39	CC_BY_NC_4_0	Corey Callaghan	Corey Callaghan			2026-04-18T09:39:19.176Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_ID_NOT_FOUND
